q
1.0621069129169845e-16
1.1949218545369533e-16
0.3031046106615961
0.5210982956322562
0.6844085668873694
0.8474564570155422
0.9682692853859506
1.152507282423146
1.2272805926402002
1.3414546550458815
1.4461174902196425
1.5342556877062412
1.4488746858381827
1.5376247710443558
1.5068411956847414
1.6341767519392514
1.7111675228790293
1.6685490446617748
1.708082341054406
1.6508827603803797
1.7270462190625997
1.6500680857323644
1.6809269877383965
1.6777187975118577
1.71165652246537
