q
1.9580255359351463e-16
1.8746667257834412e-16
0.34470056822164424
0.5415416281715864
0.7285717330187091
0.906053834523437
1.073991181868135
1.2793442501516117
1.3751090996982467
1.5954454277226717
1.713950720801381
1.8529836384851615
1.9429452806184113
2.0395791789036024
2.2572649660117707
2.198158686972317
2.292152311098126
2.4239607132214593
2.523944168701219
2.7743772442356764
2.557848094576781
2.6973397875578473
2.889814573806839
2.832405545013104
2.837593104797376
